session (db id),prolific id,dataset,pred (db id),case (db id),system prediction,sys pred proba,actual result,is sys correct,human prediction,is human correct,human trust task,human trust sys,1rst feature,2nd feature,timestamp,duration
640,668535638998c3b907c018e0,compas_cfs,2478,40582,0,0.5142639323455644,1,0,1,1,92,8,Num. prior criminal records,Age,2024-08-12 18:28:28.421927+00:00,0.6819682
641,669bbfabf8a31bf01a09bc49,compas_control,2399,39945,1,0.6690036589651502,1,1,1,1,70,7,Charge degree,Num. prior criminal records,2024-08-12 17:53:14.007103+00:00,2.6584087000000003
641,669bbfabf8a31bf01a09bc49,compas_control,2404,41012,1,0.6326484998978406,1,1,1,1,70,7,Charge degree,Num. prior criminal records,2024-08-12 17:54:23.595757+00:00,1.1598109
641,669bbfabf8a31bf01a09bc49,compas_control,2407,40880,1,0.6531509089585465,0,0,1,0,75,7,Charge degree,Num. prior criminal records,2024-08-12 17:55:00.748747+00:00,0.6192165000000001
641,669bbfabf8a31bf01a09bc49,compas_control,2408,40138,1,0.5072746786096776,0,0,1,0,85,7,Num. prior criminal records,Charge degree,2024-08-12 17:55:35.449572+00:00,0.5783470833333334
641,669bbfabf8a31bf01a09bc49,compas_control,2418,40310,0,0.7324472110530472,1,0,0,0,65,7,Charge degree,Num. prior criminal records,2024-08-12 17:57:21.572548+00:00,1.7687162666666665
641,669bbfabf8a31bf01a09bc49,compas_control,2421,41126,0,0.7353260724149003,1,0,0,0,78,7,Charge degree,Num. prior criminal records,2024-08-12 17:57:55.467386+00:00,0.5649139666666667
641,669bbfabf8a31bf01a09bc49,compas_control,2425,41060,0,0.7490857628574494,0,1,0,1,86,8,Charge degree,Num. prior criminal records,2024-08-12 17:58:31.772460+00:00,0.6050845666666667
641,669bbfabf8a31bf01a09bc49,compas_control,2430,40638,1,0.7843658846978353,1,1,1,1,90,7,Num. prior criminal records,Charge degree,2024-08-12 17:59:03.795479+00:00,0.5337169833333333
641,669bbfabf8a31bf01a09bc49,compas_control,2431,40100,0,0.5650122214374995,0,1,1,0,73,7,Charge degree,Num. prior criminal records,2024-08-12 17:59:49.697889+00:00,0.7650401666666667
641,669bbfabf8a31bf01a09bc49,compas_control,2432,40825,0,0.5337213489182444,1,0,1,1,77,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:09.346888+00:00,0.3274833166666667
641,669bbfabf8a31bf01a09bc49,compas_control,2433,40635,1,0.5236657837072888,0,0,0,1,75,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:36.813011+00:00,0.4577687166666667
641,669bbfabf8a31bf01a09bc49,compas_control,2434,40515,0,0.7186380297744048,1,0,0,0,83,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:57.171996+00:00,0.3393164166666667
641,669bbfabf8a31bf01a09bc49,compas_control,2435,40252,1,0.5896136604075494,1,1,1,1,75,7,Charge degree,Num. prior criminal records,2024-08-12 18:01:43.051432+00:00,0.7646572666666667
641,669bbfabf8a31bf01a09bc49,compas_control,2437,40435,0,0.7456098066284436,0,1,0,1,81,7,Charge degree,Num. prior criminal records,2024-08-12 18:01:59.183994+00:00,0.2688760333333333
641,669bbfabf8a31bf01a09bc49,compas_control,2438,40658,0,0.6721808046381426,0,1,0,1,82,7,Charge degree,Num. prior criminal records,2024-08-12 18:02:14.900135+00:00,0.26193568333333334
641,669bbfabf8a31bf01a09bc49,compas_control,2439,41145,1,0.5142767336768448,0,0,1,0,79,7,Charge degree,Num. prior criminal records,2024-08-12 18:02:29.500434+00:00,0.24333831666666667
642,66aac4e9660a094e32085b53,adult_cfs,2440,38897,0,0.91,1,0,1,1,50,2,Similar cases,Capital gain,2024-08-12 18:04:28.058918+00:00,2.2310395666666665
642,66aac4e9660a094e32085b53,adult_cfs,2441,36738,1,0.86,1,1,1,1,50,2,Capital gain,Similar cases,2024-08-12 18:06:48.922172+00:00,2.3477209
642,66aac4e9660a094e32085b53,adult_cfs,2442,38046,1,0.66,0,0,0,1,50,1,Similar cases,Capital gain,2024-08-12 18:08:43.171119+00:00,1.9041491166666666
642,66aac4e9660a094e32085b53,adult_cfs,2445,39631,1,0.7,0,0,1,0,69,3,Sex,Education,2024-08-12 18:09:39.252472+00:00,0.9346892166666667
642,66aac4e9660a094e32085b53,adult_cfs,2447,35578,0,0.9890000000000001,1,0,0,0,88,4,AI prediction,Similar cases,2024-08-12 18:11:07.493817+00:00,1.4706890833333333
642,66aac4e9660a094e32085b53,adult_cfs,2455,36044,1,0.88,1,1,1,1,83,5,Capital loss,AI prediction,2024-08-12 18:17:53.100723+00:00,6.760115099999999
642,66aac4e9660a094e32085b53,adult_cfs,2467,35365,0,0.93,0,1,0,1,67,4,AI prediction,Similar cases,2024-08-12 18:24:29.013279+00:00,6.5985426
642,66aac4e9660a094e32085b53,adult_cfs,2469,36244,0,1.0,0,1,0,1,88,7,AI prediction,Capital gain,2024-08-12 18:24:47.441106+00:00,0.30713045
642,66aac4e9660a094e32085b53,adult_cfs,2475,37031,1,0.99,1,1,1,1,95,9,Capital gain,Similar cases,2024-08-12 18:27:23.330078+00:00,2.5981495333333333
642,66aac4e9660a094e32085b53,adult_cfs,2476,39365,0,0.97,0,1,0,1,88,7,AI prediction,Similar cases,2024-08-12 18:27:43.747099+00:00,0.3402836833333333
642,66aac4e9660a094e32085b53,adult_cfs,2479,39483,0,0.5405357142857142,1,0,0,0,50,1,Similar cases,Capital gain,2024-08-12 18:30:08.530810+00:00,2.41306185
642,66aac4e9660a094e32085b53,adult_cfs,2480,38878,1,0.62,0,0,1,0,63,2,Marital status,Similar cases,2024-08-12 18:30:49.464860+00:00,0.6822341666666667
642,66aac4e9660a094e32085b53,adult_cfs,2481,37243,0,0.8683333333333334,1,0,0,0,83,6,AI prediction,Similar cases,2024-08-12 18:31:45.171075+00:00,0.9284369166666667
642,66aac4e9660a094e32085b53,adult_cfs,2482,39147,1,0.732,0,0,1,0,64,2,AI prediction,Marital status,2024-08-12 18:32:14.438719+00:00,0.4877940666666667
642,66aac4e9660a094e32085b53,adult_cfs,2483,37018,0,0.75,0,1,0,1,90,7,AI prediction,Similar cases,2024-08-12 18:32:37.869082+00:00,0.39050605
642,66aac4e9660a094e32085b53,adult_cfs,2484,37316,1,0.81,1,1,1,1,67,5,Capital gain,Similar cases,2024-08-12 18:33:23.855148+00:00,0.7664344333333334
643,6600e448ba586d5854beb30d,compas_shap,2443,40578,1,0.579606077574575,0,0,1,0,62,6,Num. prior criminal records,AI prediction,2024-08-12 18:09:10.225239+00:00,4.309309516666667
643,6600e448ba586d5854beb30d,compas_shap,2449,39954,0,0.7158077645062386,0,1,0,1,51,3,Num. prior criminal records,Charge degree,2024-08-12 18:12:37.627751+00:00,3.4567085333333334
643,6600e448ba586d5854beb30d,compas_shap,2450,40543,0,0.5353606152685744,0,1,0,1,56,5,Num. prior criminal records,Charge degree,2024-08-12 18:13:27.184838+00:00,0.82595145
643,6600e448ba586d5854beb30d,compas_shap,2451,40726,1,0.5003083235685609,0,0,1,0,51,2,Charge degree,Num. days in jail,2024-08-12 18:14:18.171302+00:00,0.8497743999999999
643,6600e448ba586d5854beb30d,compas_shap,2453,40923,1,0.6250696559821259,0,0,1,0,84,6,Num. prior criminal records,AI prediction,2024-08-12 18:16:02.737548+00:00,1.7427707666666667
643,6600e448ba586d5854beb30d,compas_shap,2454,40072,1,0.7330396078469815,1,1,1,1,66,6,Num. prior criminal records,AI prediction,2024-08-12 18:16:33.005223+00:00,0.50446125
643,6600e448ba586d5854beb30d,compas_shap,2456,40595,0,0.6544389935609652,0,1,0,1,56,3,Num. prior criminal records,Num. juvenil convictions,2024-08-12 18:18:29.314486+00:00,1.9384877166666667
643,6600e448ba586d5854beb30d,compas_shap,2458,41114,0,0.5372913304937228,1,0,0,0,82,6,Num. prior criminal records,Num. juvenil convictions,2024-08-12 18:18:55.130129+00:00,0.4302607166666667
643,6600e448ba586d5854beb30d,compas_shap,2459,40142,1,0.649302933261313,1,1,1,1,74,6,Num. prior criminal records,AI prediction,2024-08-12 18:20:16.178110+00:00,1.3507996833333331
643,6600e448ba586d5854beb30d,compas_shap,2460,40769,0,0.5090656973932048,1,0,1,1,69,2,Num. prior criminal records,Charge degree,2024-08-12 18:20:34.732402+00:00,0.3092382
643,6600e448ba586d5854beb30d,compas_shap,2461,40350,0,0.6165256265861914,1,0,1,1,57,5,Num. prior criminal records,AI prediction,2024-08-12 18:20:56.627695+00:00,0.36492155
643,6600e448ba586d5854beb30d,compas_shap,2463,40877,1,0.5798268460824412,0,0,1,0,62,4,Num. prior criminal records,Charge degree,2024-08-12 18:21:37.935673+00:00,0.6884663
643,6600e448ba586d5854beb30d,compas_shap,2464,40604,1,0.5265306673771633,1,1,1,1,74,3,Num. prior criminal records,Charge degree,2024-08-12 18:22:47.377692+00:00,1.1573669833333333
643,6600e448ba586d5854beb30d,compas_shap,2466,40761,0,0.6069802165654891,1,0,1,1,61,6,Num. prior criminal records,AI prediction,2024-08-12 18:23:34.206222+00:00,0.7804755
643,6600e448ba586d5854beb30d,compas_shap,2468,40032,1,0.58431089008542,1,1,0,0,56,2,Sex,Num. juvenil convictions,2024-08-12 18:24:40.106484+00:00,1.0983376999999999
643,6600e448ba586d5854beb30d,compas_shap,2471,40207,0,0.7501768204168587,0,1,0,1,56,1,Num. prior criminal records,Num. juvenil convictions,2024-08-12 18:25:36.542485+00:00,0.9406000166666666
644,645cdd7e6f92e0c2aea92281,compas_shap,2544,40865,1,0.5370363304825758,0,0,1,0,88,7,Charge degree,Num. juvenil convictions,2024-08-12 18:54:17.162817+00:00,34.30041338333333
644,645cdd7e6f92e0c2aea92281,compas_shap,2548,40138,1,0.5072746786096776,0,0,1,0,89,5,Charge degree,Num. prior criminal records,2024-08-12 18:55:10.396537+00:00,0.8872286666666667
644,645cdd7e6f92e0c2aea92281,compas_shap,2551,41018,1,0.6326484998978406,1,1,1,1,95,7,Num. prior criminal records,Charge degree,2024-08-12 18:56:07.214406+00:00,0.9469644833333334
644,645cdd7e6f92e0c2aea92281,compas_shap,2553,40444,1,0.5911533157716232,0,0,1,0,92,7,Num. prior criminal records,Num. days in jail,2024-08-12 18:56:31.046314+00:00,0.39719846666666664
644,645cdd7e6f92e0c2aea92281,compas_shap,2555,40678,0,0.6523853528761078,1,0,0,0,85,5,Charge degree,Num. juvenil convictions,2024-08-12 18:57:41.508138+00:00,1.1743637333333332
644,645cdd7e6f92e0c2aea92281,compas_shap,2561,40964,1,0.6861686611496922,1,1,1,1,85,6,Charge degree,Num. juvenil convictions,2024-08-12 18:58:52.426431+00:00,1.18197155
644,645cdd7e6f92e0c2aea92281,compas_shap,2567,41077,0,0.5343940969131418,0,1,1,0,88,6,Num. prior criminal records,Charge degree,2024-08-12 18:59:45.486447+00:00,0.8843335999999999
644,645cdd7e6f92e0c2aea92281,compas_shap,2570,41127,0,0.6721808046381426,0,1,0,1,84,6,Charge degree,Num. juvenil convictions,2024-08-12 19:00:36.204347+00:00,0.8452983333333334
644,645cdd7e6f92e0c2aea92281,compas_shap,2576,40953,0,0.5403768429124249,1,0,0,0,90,6,AI prediction,Charge degree,2024-08-12 19:01:51.830085+00:00,1.2604289666666666
644,645cdd7e6f92e0c2aea92281,compas_shap,2578,40327,1,0.6471767616252863,0,0,1,0,85,6,Num. prior criminal records,Charge degree,2024-08-12 19:02:13.455892+00:00,0.36043011666666663
644,645cdd7e6f92e0c2aea92281,compas_shap,2585,40495,1,0.5948769347944419,1,1,1,1,90,5,Num. prior criminal records,Charge degree,2024-08-12 19:03:41.500440+00:00,1.4674091333333334
644,645cdd7e6f92e0c2aea92281,compas_shap,2590,40172,0,0.6146188864767983,1,0,0,0,84,5,Charge degree,Num. prior criminal records,2024-08-12 19:04:47.526807+00:00,1.1004394499999999
644,645cdd7e6f92e0c2aea92281,compas_shap,2597,39995,1,0.5405038438777596,1,1,1,1,89,6,Num. prior criminal records,Charge degree,2024-08-12 19:06:53.766153+00:00,2.1039891
644,645cdd7e6f92e0c2aea92281,compas_shap,2601,40515,0,0.7186380297744048,1,0,0,0,91,7,Charge degree,Num. juvenil convictions,2024-08-12 19:07:51.475774+00:00,0.9618270166666666
644,645cdd7e6f92e0c2aea92281,compas_shap,2604,40093,0,0.5839368206927966,0,1,0,1,78,4,Num. prior criminal records,AI prediction,2024-08-12 19:08:12.023180+00:00,0.34245676666666663
644,645cdd7e6f92e0c2aea92281,compas_shap,2609,40537,0,0.7591216798782494,0,1,0,1,77,6,AI prediction,Num. juvenil convictions,2024-08-12 19:11:13.442069+00:00,3.02364815
645,5e56457f6370ba0184e041b4,compas_cfs,2486,40750,0,0.5915982973021676,0,1,1,0,70,8,Num. prior criminal records,Charge degree,2024-08-12 18:33:40.855757+00:00,4.0829022833333335
645,5e56457f6370ba0184e041b4,compas_cfs,2488,40560,0,0.5597251021447561,1,0,0,0,65,8,Num. prior criminal records,Charge degree,2024-08-12 18:34:56.057926+00:00,1.2533694833333333
645,5e56457f6370ba0184e041b4,compas_cfs,2492,40762,0,0.6311143161713578,0,1,0,1,70,8,Num. prior criminal records,Charge degree,2024-08-12 18:36:21.089942+00:00,1.4172002666666665
645,5e56457f6370ba0184e041b4,compas_cfs,2495,40678,0,0.6523853528761078,1,0,0,0,80,9,Num. prior criminal records,Charge degree,2024-08-12 18:37:05.985428+00:00,0.7482580999999999
645,5e56457f6370ba0184e041b4,compas_cfs,2502,40381,1,0.7012232935389705,0,0,1,0,70,7,Num. prior criminal records,Num. days in jail,2024-08-12 18:39:23.755392+00:00,2.2961660666666663
645,5e56457f6370ba0184e041b4,compas_cfs,2535,40454,0,0.662787435346379,0,1,0,1,90,9,Num. prior criminal records,Num. days in jail,2024-08-12 18:49:29.433394+00:00,10.094633366666667
645,5e56457f6370ba0184e041b4,compas_cfs,2538,40951,1,0.5920017403509971,0,0,1,0,60,7,Num. prior criminal records,Charge degree,2024-08-12 18:50:25.847311+00:00,0.9402319499999999
645,5e56457f6370ba0184e041b4,compas_cfs,2539,39944,0,0.8043041621642326,0,1,0,1,80,8,Charge degree,Num. prior criminal records,2024-08-12 18:51:09.629871+00:00,0.7297093333333333
645,5e56457f6370ba0184e041b4,compas_cfs,2541,40008,1,0.6015385798432786,0,0,1,0,80,8,Num. prior criminal records,Charge degree,2024-08-12 18:52:06.011033+00:00,0.9396860333333333
645,5e56457f6370ba0184e041b4,compas_cfs,2543,40097,1,0.7973752742224534,1,1,1,1,80,9,Num. prior criminal records,Charge degree,2024-08-12 18:53:17.042220+00:00,1.1838531166666668
645,5e56457f6370ba0184e041b4,compas_cfs,2546,40448,1,0.6955964005023297,1,1,1,1,70,8,Charge degree,Num. prior criminal records,2024-08-12 18:54:41.118677+00:00,1.4012742833333334
645,5e56457f6370ba0184e041b4,compas_cfs,2549,40017,1,0.5849598297468719,0,0,1,0,70,8,Num. prior criminal records,Charge degree,2024-08-12 18:55:10.904965+00:00,0.4964381333333333
645,5e56457f6370ba0184e041b4,compas_cfs,2554,40644,1,0.5003035809901908,1,1,0,0,50,5,Charge degree,Age,2024-08-12 18:56:52.503533+00:00,1.6933094666666666
645,5e56457f6370ba0184e041b4,compas_cfs,2557,41061,1,0.6132643643720054,1,1,0,0,60,6,Num. prior criminal records,Age,2024-08-12 18:57:44.784637+00:00,0.8713517333333333
645,5e56457f6370ba0184e041b4,compas_cfs,2560,40515,0,0.7186380297744048,1,0,1,1,50,7,AI prediction,Num. days in jail,2024-08-12 18:58:27.385256+00:00,0.7100103166666667
645,5e56457f6370ba0184e041b4,compas_cfs,2563,41092,0,0.7431259933759301,1,0,1,1,60,6,AI prediction,Charge degree,2024-08-12 18:59:04.255166+00:00,0.6144985
646,572535bba34b2a001306827c,adult_control,2485,36583,0,0.62,1,0,1,1,65,6,Hours per week,Working class,2024-08-12 18:33:28.956919+00:00,1.2971815999999998
646,572535bba34b2a001306827c,adult_control,2487,37319,0,0.7275,0,1,0,1,62,3,AI prediction,Occupation,2024-08-12 18:34:21.081079+00:00,0.8687360000000001
646,572535bba34b2a001306827c,adult_control,2489,37697,0,0.88,0,1,0,1,90,5,AI prediction,Occupation,2024-08-12 18:35:17.882378+00:00,0.9466883166666666
646,572535bba34b2a001306827c,adult_control,2491,37209,0,0.85,1,0,0,0,71,4,Marital status,AI prediction,2024-08-12 18:35:52.383580+00:00,0.5750200333333333
646,572535bba34b2a001306827c,adult_control,2494,37064,1,0.62,0,0,0,1,52,3,Age,Hours per week,2024-08-12 18:36:49.874236+00:00,0.9581776000000001
646,572535bba34b2a001306827c,adult_control,2496,39147,1,0.732,0,0,1,0,85,7,Hours per week,Occupation,2024-08-12 18:37:22.413855+00:00,0.5423269833333334
646,572535bba34b2a001306827c,adult_control,2497,39846,1,0.54,0,0,1,0,56,4,Occupation,AI prediction,2024-08-12 18:38:12.967818+00:00,0.8425660500000001
646,572535bba34b2a001306827c,adult_control,2498,38774,0,0.89,1,0,0,0,82,6,Education,Occupation,2024-08-12 18:38:36.751201+00:00,0.39638971666666667
646,572535bba34b2a001306827c,adult_control,2501,39315,0,0.5,1,0,1,1,81,6,Occupation,None,2024-08-12 18:39:17.180653+00:00,0.6738242
646,572535bba34b2a001306827c,adult_control,2503,37228,0,0.909,0,1,0,1,52,2,AI prediction,Occupation,2024-08-12 18:39:47.178847+00:00,0.4999699
646,572535bba34b2a001306827c,adult_control,2506,39269,1,0.62,1,1,1,1,77,5,Occupation,None,2024-08-12 18:40:17.629251+00:00,0.5075067333333333
646,572535bba34b2a001306827c,adult_control,2507,38942,1,0.98,0,0,1,0,81,6,Capital gain,Education,2024-08-12 18:40:44.535595+00:00,0.44843906666666666
646,572535bba34b2a001306827c,adult_control,2510,38864,1,0.8359999999999999,1,1,1,1,81,5,AI prediction,None,2024-08-12 18:41:23.632465+00:00,0.6516145000000001
646,572535bba34b2a001306827c,adult_control,2512,36864,1,0.6319466089466089,1,1,1,1,70,4,Occupation,Working class,2024-08-12 18:41:45.672671+00:00,0.3673367666666667
646,572535bba34b2a001306827c,adult_control,2514,36247,0,0.87,0,1,0,1,76,5,Education,AI prediction,2024-08-12 18:42:22.352208+00:00,0.6113256166666667
646,572535bba34b2a001306827c,adult_control,2515,38400,1,0.5566666666666666,1,1,1,1,84,7,Education,Occupation,2024-08-12 18:42:37.117365+00:00,0.24608595
647,6609619feb79146b62811775,adult_control,2500,39858,0,0.71,0,1,1,0,55,3,Education,Hours per week,2024-08-12 18:39:05.482369+00:00,1.5095145333333333
647,6609619feb79146b62811775,adult_control,2504,39729,0,0.92,1,0,0,0,60,6,Hours per week,Age,2024-08-12 18:39:58.114710+00:00,0.8772056833333333
647,6609619feb79146b62811775,adult_control,2508,36520,1,0.98,1,1,1,1,78,6,AI prediction,Capital loss,2024-08-12 18:41:04.164952+00:00,1.1008373666666667
647,6609619feb79146b62811775,adult_control,2511,38139,1,0.91,1,1,1,1,75,6,AI prediction,Capital gain,2024-08-12 18:41:40.132497+00:00,0.5994590833333333
647,6609619feb79146b62811775,adult_control,2513,36157,1,1.0,1,1,1,1,86,7,AI prediction,Working class,2024-08-12 18:42:14.982804+00:00,0.58083845
647,6609619feb79146b62811775,adult_control,2516,39379,1,0.68,0,0,0,1,70,6,Hours per week,Occupation,2024-08-12 18:42:45.642303+00:00,0.51099165
647,6609619feb79146b62811775,adult_control,2517,36141,0,0.98,0,1,0,1,80,7,AI prediction,Occupation,2024-08-12 18:43:37.768113+00:00,0.8687635
647,6609619feb79146b62811775,adult_control,2519,38976,0,0.68,1,0,0,0,65,6,Occupation,Hours per week,2024-08-12 18:44:22.888428+00:00,0.75200525
647,6609619feb79146b62811775,adult_control,2522,38721,1,0.836,0,0,0,1,55,4,Occupation,Hours per week,2024-08-12 18:45:31.893802+00:00,1.1500895666666666
647,6609619feb79146b62811775,adult_control,2523,38674,0,0.75,1,0,0,0,61,3,Working class,Age,2024-08-12 18:46:15.800387+00:00,0.7317764166666667
647,6609619feb79146b62811775,adult_control,2525,38595,0,0.9653333333333333,0,1,0,1,71,5,AI prediction,Hours per week,2024-08-12 18:46:52.751315+00:00,0.6158488
647,6609619feb79146b62811775,adult_control,2526,36096,1,0.99,1,1,1,1,87,7,AI prediction,Occupation,2024-08-12 18:47:14.927831+00:00,0.3696086
647,6609619feb79146b62811775,adult_control,2528,39039,0,0.8,1,0,1,1,60,4,Occupation,Hours per week,2024-08-12 18:47:52.104145+00:00,0.6196052333333333
647,6609619feb79146b62811775,adult_control,2529,38204,1,0.68,0,0,1,0,64,4,Occupation,Hours per week,2024-08-12 18:48:19.992523+00:00,0.4648063
647,6609619feb79146b62811775,adult_control,2531,36408,0,1.0,0,1,0,1,84,7,AI prediction,Education,2024-08-12 18:48:41.604174+00:00,0.3601941833333333
647,6609619feb79146b62811775,adult_control,2533,37169,1,0.79,0,0,1,0,71,5,Education,Occupation,2024-08-12 18:49:04.186023+00:00,0.37636414999999995
648,6695226957227159e98afdb6,compas_cfs,2534,40997,0,0.6148521758928449,0,1,0,1,81,6,Num. days in jail,Num. prior criminal records,2024-08-12 18:49:07.722953+00:00,3.24082875
648,6695226957227159e98afdb6,compas_cfs,2537,40176,0,0.6664398927104225,0,1,1,0,63,5,Charge degree,Num. days in jail,2024-08-12 18:50:24.919393+00:00,1.2866073333333332
648,6695226957227159e98afdb6,compas_cfs,2540,40701,0,0.6166929820936037,1,0,0,0,72,6,Similar cases,Num. prior criminal records,2024-08-12 18:51:20.313903+00:00,0.9232418333333333
648,6695226957227159e98afdb6,compas_cfs,2542,40999,0,0.5752567937427352,1,0,0,0,80,7,Charge degree,AI prediction,2024-08-12 18:52:11.006186+00:00,0.8448713833333333
648,6695226957227159e98afdb6,compas_cfs,2545,40770,1,0.624243926208347,0,0,1,0,92,8,Num. juvenile convictions,Sex,2024-08-12 18:54:26.376714+00:00,2.256175466666667
648,6695226957227159e98afdb6,compas_cfs,2547,40893,1,0.5840705244833994,1,1,1,1,93,5,Num. prior criminal records,Age,2024-08-12 18:55:06.429031+00:00,0.6675386166666667
648,6695226957227159e98afdb6,compas_cfs,2550,40318,0,0.7594023562996698,0,1,0,1,82,7,Charge degree,Num. prior criminal records,2024-08-12 18:56:05.038863+00:00,0.9768305333333333
648,6695226957227159e98afdb6,compas_cfs,2552,40580,0,0.662787435346379,1,0,0,0,90,8,Num. prior criminal records,Num. juvenile convictions,2024-08-12 18:56:29.314670+00:00,0.4045967833333333
648,6695226957227159e98afdb6,compas_cfs,2556,40642,1,0.7180788892455079,1,1,1,1,93,9,Num. prior criminal records,Charge degree,2024-08-12 18:57:41.713262+00:00,1.2066431999999998
648,6695226957227159e98afdb6,compas_cfs,2559,40462,0,0.5970268575888836,1,0,0,0,81,6,Num. prior criminal records,AI prediction,2024-08-12 18:58:18.003619+00:00,0.6048392833333334
648,6695226957227159e98afdb6,compas_cfs,2562,40108,1,0.5168308055484789,0,0,1,0,89,5,Age,Charge degree,2024-08-12 18:59:01.303806+00:00,0.7216697833333333
648,6695226957227159e98afdb6,compas_cfs,2565,40179,1,0.5405038438777596,1,1,1,1,86,6,Charge degree,Num. prior criminal records,2024-08-12 18:59:30.247655+00:00,0.4823974833333333
648,6695226957227159e98afdb6,compas_cfs,2569,40677,1,0.5224645828732335,0,0,1,0,88,7,Charge degree,Num. prior criminal records,2024-08-12 19:00:18.167111+00:00,0.7986576
648,6695226957227159e98afdb6,compas_cfs,2571,41063,0,0.6135353338214462,0,1,1,0,76,5,Age,Charge degree,2024-08-12 19:00:38.457567+00:00,0.33817426666666667
648,6695226957227159e98afdb6,compas_cfs,2574,41142,1,0.5657247387391109,1,1,1,1,95,8,Num. prior criminal records,Num. days in jail,2024-08-12 19:01:20.605731+00:00,0.7024694
648,6695226957227159e98afdb6,compas_cfs,2580,40783,1,0.6270114922779253,0,0,1,0,89,6,Num. days in jail,Charge degree,2024-08-12 19:02:39.301506+00:00,1.31159625
649,663faf257d50f1ec92e1568a,compas_shap,2558,40869,1,0.5920017403509971,0,0,1,0,82,6,Num. prior criminal records,Charge degree,2024-08-12 18:58:09.209965+00:00,4.82824835
649,663faf257d50f1ec92e1568a,compas_shap,2564,40258,1,0.5518105806577558,1,1,1,1,86,6,Num. prior criminal records,Charge degree,2024-08-12 18:59:11.309236+00:00,1.03498785
649,663faf257d50f1ec92e1568a,compas_shap,2566,40428,0,0.6562691225225679,0,1,0,1,91,6,Num. prior criminal records,Charge degree,2024-08-12 18:59:38.369720+00:00,0.45100806666666665
649,663faf257d50f1ec92e1568a,compas_shap,2568,40309,0,0.7753301349372896,1,0,0,0,92,6,Num. prior criminal records,Charge degree,2024-08-12 19:00:05.632585+00:00,0.4543810833333334
649,663faf257d50f1ec92e1568a,compas_shap,2572,40052,0,0.7885816339469609,0,1,0,1,87,7,Num. prior criminal records,Charge degree,2024-08-12 19:00:46.533500+00:00,0.6816819166666667
649,663faf257d50f1ec92e1568a,compas_shap,2573,40770,1,0.624243926208347,0,0,1,0,87,6,Num. prior criminal records,Charge degree,2024-08-12 19:01:05.133785+00:00,0.31000475
649,663faf257d50f1ec92e1568a,compas_shap,2575,40816,1,0.5692815227424478,0,0,1,0,90,7,Num. prior criminal records,Charge degree,2024-08-12 19:01:41.893146+00:00,0.6126560166666667
649,663faf257d50f1ec92e1568a,compas_shap,2577,40807,1,0.5232095279074291,0,0,1,0,87,6,Num. prior criminal records,Charge degree,2024-08-12 19:02:07.067765+00:00,0.4195769833333333
649,663faf257d50f1ec92e1568a,compas_shap,2581,40454,0,0.662787435346379,0,1,0,1,89,6,Num. prior criminal records,Charge degree,2024-08-12 19:02:54.799866+00:00,0.7955350166666667
649,663faf257d50f1ec92e1568a,compas_shap,2582,40682,1,0.5404413293979428,1,1,1,1,89,7,Num. prior criminal records,Charge degree,2024-08-12 19:03:13.369060+00:00,0.3094865666666667
649,663faf257d50f1ec92e1568a,compas_shap,2583,40461,0,0.608986323247155,0,1,1,0,87,6,Num. prior criminal records,Charge degree,2024-08-12 19:03:31.005271+00:00,0.29393684999999997
649,663faf257d50f1ec92e1568a,compas_shap,2586,41041,1,0.7636375019484681,1,1,1,1,96,6,Num. prior criminal records,Charge degree,2024-08-12 19:03:48.700187+00:00,0.2949152666666667
649,663faf257d50f1ec92e1568a,compas_shap,2587,40439,0,0.6192473771577186,1,0,0,0,90,6,Num. prior criminal records,Charge degree,2024-08-12 19:04:20.589579+00:00,0.5314898666666666
649,663faf257d50f1ec92e1568a,compas_shap,2589,40240,0,0.6485283037446627,1,0,0,0,90,6,Num. prior criminal records,Charge degree,2024-08-12 19:04:42.158718+00:00,0.35948565
649,663faf257d50f1ec92e1568a,compas_shap,2591,40355,0,0.5664960621222803,1,0,1,1,88,6,Num. prior criminal records,Charge degree,2024-08-12 19:05:00.750963+00:00,0.30987075
649,663faf257d50f1ec92e1568a,compas_shap,2593,41101,1,0.6681296743068114,1,1,1,1,88,7,Num. prior criminal records,Charge degree,2024-08-12 19:05:30.713392+00:00,0.4993738166666667
651,5cb5f1e080ba1c0001790399,adult_control,2595,36286,1,0.85,1,1,1,1,75,8,Capital gain,Occupation,2024-08-12 19:06:15.738271+00:00,1.64555185
651,5cb5f1e080ba1c0001790399,adult_control,2598,39198,0,0.62,0,1,1,0,70,8,Education,Occupation,2024-08-12 19:06:59.694471+00:00,0.7326033333333334
651,5cb5f1e080ba1c0001790399,adult_control,2600,36047,1,0.97,1,1,1,1,95,9,Education,Capital gain,2024-08-12 19:07:46.960577+00:00,0.7877684333333334
651,5cb5f1e080ba1c0001790399,adult_control,2632,39821,1,0.68,0,0,0,1,80,7,Education,Occupation,2024-08-12 19:22:00.817119+00:00,14.230942366666666
651,5cb5f1e080ba1c0001790399,adult_control,2636,36103,1,1.0,0,0,1,0,98,9,Occupation,Working class,2024-08-12 19:23:07.202916+00:00,1.1064299499999999
