session (db id),num prediccion,num chunk,prolific id,dataset,set,feedback,feedback level,case type,pred (db id),case (db id),system prediction,sys pred proba,actual result,is sys correct,human prediction,is human correct,human agree AI,human trust task,human trust sys,1rst feature,2nd feature,timestamp,duration
634,6,1,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,falso positivo,2360,41076,1,0.6324175838702724,0,0,0,1,0,93,3,Race,Feature chart,2024-08-12 17:36:19.044626+00:00,0.68080445
634,7,1,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,falso negativo,2362,40802,0,0.5783115314029068,1,0,1,1,0,72,5,Charge degree,AI prediction,2024-08-12 17:36:38.635604+00:00,0.3265163
634,8,2,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,verdadero negativo,2364,40557,0,0.5029240716029904,0,1,0,1,1,73,5,AI prediction,Num. prior criminal records,2024-08-12 17:37:07.394207+00:00,0.47931005
634,9,2,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,falso negativo,2365,40480,0,0.7241739010064715,1,0,1,1,0,96,7,Charge degree,Race,2024-08-12 17:37:37.348349+00:00,0.4992357
634,10,2,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,falso negativo,2367,40256,0,0.6296034049567059,1,0,1,1,0,98,8,Charge degree,Num. days in jail,2024-08-12 17:38:03.659660+00:00,0.43852185
634,11,2,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,verdadero negativo,2368,40425,0,0.6535152312032049,0,1,0,1,1,73,3,Num. prior criminal records,Num. days in jail,2024-08-12 17:38:28.688629+00:00,0.41714948333333335
634,12,3,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,verdadero positivo,2371,40581,1,0.569219803059135,1,1,0,0,0,63,4,Charge degree,Num. days in jail,2024-08-12 17:39:07.753479+00:00,0.6510808333333333
634,13,3,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,verdadero positivo,2372,40698,1,0.6000115715100764,1,1,0,0,0,64,3,Num. prior criminal records,Num. juvenil convictions,2024-08-12 17:39:27.334665+00:00,0.3263531
634,14,3,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,verdadero positivo,2374,40671,1,0.579606077574575,1,1,1,1,1,95,6,Num. days in jail,Charge degree,2024-08-12 17:39:47.222742+00:00,0.33146795
634,15,3,6415e163b670eed64ad645ff,compas_shap,compas,shap,1,falso negativo,2375,40450,0,0.5597251021447561,1,0,1,1,0,79,5,Charge degree,Num. prior criminal records,2024-08-12 17:40:10.938030+00:00,0.3952548
636,0,0,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero negativo,2413,40468,0,0.5358186263042806,0,1,0,1,1,72,6,Charge degree,Num. juvenil convictions,2024-08-12 17:56:16.471573+00:00,16.326739616666668
636,1,0,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero negativo,2417,40664,0,0.578042348453699,0,1,0,1,1,77,4,Charge degree,Age,2024-08-12 17:57:08.501757+00:00,0.8671697333333334
636,2,0,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero negativo,2446,39994,0,0.694175570960899,0,1,0,1,1,73,6,Age,Sex,2024-08-12 18:10:39.858290+00:00,13.522608883333334
636,3,0,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero positivo,2490,40569,1,0.6102557387283836,1,1,1,1,1,87,6,Num. juvenil convictions,Charge degree,2024-08-12 18:35:26.872488+00:00,24.78356996666667
636,4,1,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero negativo,2493,40734,0,0.5116439958181203,0,1,0,1,1,83,6,Num. prior criminal records,Num. days in jail,2024-08-12 18:36:26.279611+00:00,0.9901187166666666
636,5,1,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso negativo,2499,40784,0,0.6934999557963588,1,0,0,0,1,93,9,Num. days in jail,Num. juvenil convictions,2024-08-12 18:38:42.350910+00:00,2.2678549833333337
636,6,1,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso negativo,2505,40047,0,0.5250046509018739,1,0,1,1,0,95,9,Charge degree,Num. prior criminal records,2024-08-12 18:40:13.787650+00:00,1.5239456666666666
636,7,1,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso negativo,2509,40701,0,0.6166929820936037,1,0,0,0,1,97,9,Num. days in jail,Num. prior criminal records,2024-08-12 18:41:10.704263+00:00,0.9486102166666667
636,8,2,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero positivo,2518,40724,1,0.775018673836124,1,1,1,1,1,93,8,Num. days in jail,Charge degree,2024-08-12 18:44:06.201502+00:00,2.9249539833333333
636,9,2,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso positivo,2520,40204,1,0.5480482380228139,0,0,1,0,1,94,8,Num. days in jail,Charge degree,2024-08-12 18:44:51.657563+00:00,0.7576010166666667
636,10,2,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso positivo,2521,40416,1,0.5200598396943832,0,0,1,0,1,92,7,Num. prior criminal records,Age,2024-08-12 18:45:29.356479+00:00,0.6283152666666666
636,11,2,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero positivo,2524,40831,1,0.554923426814448,1,1,1,1,1,89,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:46:18.837727+00:00,0.8246874666666667
636,12,3,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso negativo,2527,40602,0,0.6166929820936037,1,0,0,0,1,84,7,Num. prior criminal records,Charge degree,2024-08-12 18:47:26.381064+00:00,1.1257222833333331
636,13,3,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,verdadero positivo,2530,40134,1,0.6018348854162354,1,1,1,1,1,95,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:48:38.924441+00:00,1.2090562833333334
636,14,3,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso positivo,2532,40563,1,0.7315909179012706,0,0,1,0,1,97,8,Num. days in jail,Num. prior criminal records,2024-08-12 18:48:58.829874+00:00,0.33175721666666663
636,15,3,65d87f13aa1b29670a82a47c,compas_control,compas,control,0,falso positivo,2536,41157,1,0.6404485101294212,0,0,1,0,1,93,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:49:32.457705+00:00,0.56046385
637,0,0,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso positivo,2386,40926,1,0.5705379270526395,0,0,1,0,1,74,4,AI prediction,Charge degree,2024-08-12 17:46:14.094171+00:00,1.9742843833333334
637,1,0,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero positivo,2387,40045,1,0.5866142763309492,1,1,0,0,0,78,6,Num. juvenil convictions,Charge degree,2024-08-12 17:47:10.035801+00:00,0.9323605
637,2,0,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero negativo,2388,40776,0,0.6933663462815904,0,1,0,1,1,79,5,Age,Charge degree,2024-08-12 17:47:38.534328+00:00,0.47497544999999997
637,3,0,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero positivo,2389,39982,1,0.7024836067683808,1,1,1,1,1,77,3,Charge degree,Num. prior criminal records,2024-08-12 17:48:44.701785+00:00,1.10279095
637,4,1,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero negativo,2391,40623,0,0.6277535944905099,0,1,0,1,1,81,5,AI prediction,Charge degree,2024-08-12 17:50:10.711877+00:00,1.4335015333333334
637,5,1,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero positivo,2393,40387,1,0.5764501285344072,1,1,0,0,0,84,6,Num. juvenil convictions,AI prediction,2024-08-12 17:50:47.590651+00:00,0.6146462333333333
637,6,1,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso negativo,2395,40047,0,0.5250046509018739,1,0,0,0,1,93,8,AI prediction,Charge degree,2024-08-12 17:51:51.417998+00:00,1.0637891166666666
637,7,1,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso positivo,2397,40799,1,0.6796022378861959,0,0,1,0,1,92,6,Charge degree,AI prediction,2024-08-12 17:52:49.289038+00:00,0.9645173333333333
637,8,2,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero negativo,2401,40026,0,0.7594023562996698,0,1,1,0,0,85,6,Age,Charge degree,2024-08-12 17:53:54.163929+00:00,1.0812481833333334
637,9,2,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero positivo,2403,40269,1,0.579606077574575,1,1,0,0,0,87,5,Sex,Charge degree,2024-08-12 17:54:19.424700+00:00,0.42101285
637,10,2,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso positivo,2410,41157,1,0.6404485101294212,0,0,0,1,0,81,5,Age,Charge degree,2024-08-12 17:55:46.120550+00:00,1.4449308333333333
637,11,2,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso negativo,2412,40167,0,0.5373610868853997,1,0,1,1,0,79,4,AI prediction,Charge degree,2024-08-12 17:56:03.644609+00:00,0.29206765
637,12,3,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso negativo,2419,41111,0,0.5116439958181203,1,0,0,0,1,82,6,Num. juvenil convictions,Charge degree,2024-08-12 17:57:47.442849+00:00,1.7299706666666668
637,13,3,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso positivo,2422,40965,1,0.6410015441054859,0,0,1,0,1,87,6,Charge degree,Age,2024-08-12 17:58:10.195719+00:00,0.3792145
637,14,3,6663aedf0338018d61a0f949,compas_control,compas,control,0,verdadero negativo,2426,40428,0,0.6562691225225679,0,1,0,1,1,76,5,AI prediction,Sex,2024-08-12 17:58:34.811446+00:00,0.4102621166666667
637,15,3,6663aedf0338018d61a0f949,compas_control,compas,control,0,falso negativo,2429,41083,0,0.7753301349372896,1,0,0,0,1,77,7,AI prediction,Charge degree,2024-08-12 17:59:02.771677+00:00,0.46600385
639,0,0,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero negativo,2390,40929,0,0.6466955822023019,0,1,0,1,1,67,5,Num. juvenil convictions,Num. days in jail,2024-08-12 17:49:52.889537+00:00,1.8816216
639,1,0,66660d297864801db6a10af4,compas_control,compas,control,0,falso positivo,2392,40990,1,0.7024836067683808,0,0,1,0,1,81,6,Num. days in jail,Num. prior criminal records,2024-08-12 17:50:45.638785+00:00,0.8791541333333334
639,2,0,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero negativo,2394,40111,0,0.6359961321541614,0,1,0,1,1,65,3,AI prediction,Num. prior criminal records,2024-08-12 17:51:35.898556+00:00,0.83766285
639,3,0,66660d297864801db6a10af4,compas_control,compas,control,0,falso positivo,2396,41008,1,0.7180788892455079,0,0,1,0,1,68,4,Num. prior criminal records,Charge degree,2024-08-12 17:52:12.244174+00:00,0.6057603
639,4,1,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero negativo,2398,39998,0,0.5597251021447561,0,1,0,1,1,81,6,Num. prior criminal records,AI prediction,2024-08-12 17:53:03.539893+00:00,0.85492865
639,5,1,66660d297864801db6a10af4,compas_control,compas,control,0,falso positivo,2402,40336,1,0.6381247159636996,0,0,1,0,1,74,5,AI prediction,Num. days in jail,2024-08-12 17:53:57.265973+00:00,0.8954346666666667
639,6,1,66660d297864801db6a10af4,compas_control,compas,control,0,falso negativo,2405,40548,0,0.7353260724149003,1,0,0,0,1,94,8,Num. prior criminal records,AI prediction,2024-08-12 17:54:30.959549+00:00,0.5615596
639,7,1,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero positivo,2406,40401,1,0.7012232935389705,1,1,1,1,1,79,6,AI prediction,Num. days in jail,2024-08-12 17:54:58.213166+00:00,0.45422694999999996
639,8,2,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero positivo,2409,41048,1,0.7636375019484681,1,1,1,1,1,80,6,Num. prior criminal records,AI prediction,2024-08-12 17:55:38.189876+00:00,0.6662785
639,9,2,66660d297864801db6a10af4,compas_control,compas,control,0,falso negativo,2411,40316,0,0.5961708918773623,1,0,0,0,1,89,7,Num. prior criminal records,AI prediction,2024-08-12 17:55:58.079453+00:00,0.33149295
639,10,2,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero negativo,2414,40805,0,0.6322288299439202,0,1,0,1,1,70,4,Num. prior criminal records,AI prediction,2024-08-12 17:56:34.699920+00:00,0.6103411166666667
639,11,2,66660d297864801db6a10af4,compas_control,compas,control,0,falso positivo,2416,39952,1,0.5320893732086318,0,0,1,0,1,84,6,Num. prior criminal records,AI prediction,2024-08-12 17:56:58.999701+00:00,0.40499635
639,12,3,66660d297864801db6a10af4,compas_control,compas,control,0,falso negativo,2420,40021,0,0.639406932934396,1,0,0,0,1,82,7,Charge degree,AI prediction,2024-08-12 17:57:50.283407+00:00,0.8547284333333334
639,13,3,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero positivo,2423,41132,1,0.781856813479593,1,1,1,1,1,87,7,Num. prior criminal records,AI prediction,2024-08-12 17:58:10.924614+00:00,0.3440201166666667
639,14,3,66660d297864801db6a10af4,compas_control,compas,control,0,verdadero positivo,2424,41041,1,0.7636375019484681,1,1,1,1,1,93,8,Num. prior criminal records,AI prediction,2024-08-12 17:58:24.546581+00:00,0.22703278333333332
639,15,3,66660d297864801db6a10af4,compas_control,compas,control,0,falso negativo,2428,41160,0,0.5532403508206705,1,0,0,0,1,75,5,Num. days in jail,AI prediction,2024-08-12 17:58:54.670041+00:00,0.5020576666666667
640,0,0,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso positivo,2400,41157,1,0.6404485101294212,0,0,0,1,0,70,8,Num. prior criminal records,Num. days in jail,2024-08-12 17:53:17.666965+00:00,3.7060532333333334
640,1,0,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero positivo,2415,41125,1,0.7820789439209633,1,1,1,1,1,76,6,Num. prior criminal records,Num. days in jail,2024-08-12 17:56:47.407334+00:00,3.4956728166666666
640,2,0,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso positivo,2427,40884,1,0.5509063959190621,0,0,1,0,1,66,5,Num. prior criminal records,Charge degree,2024-08-12 17:58:44.717024+00:00,1.9551615
640,3,0,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso negativo,2436,40400,0,0.5742281776665925,1,0,1,1,0,70,9,Num. prior criminal records,Num. juvenile convictions,2024-08-12 18:01:50.990406+00:00,3.1045563666666665
640,4,1,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero negativo,2444,40318,0,0.7594023562996698,0,1,0,1,1,84,9,Num. prior criminal records,Num. juvenile convictions,2024-08-12 18:09:26.106240+00:00,7.5852639
640,5,1,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero negativo,2448,40994,0,0.6721808046381426,0,1,1,0,0,74,8,Num. prior criminal records,Age,2024-08-12 18:12:18.905309+00:00,2.8799844833333332
640,6,1,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso positivo,2452,40501,1,0.5168308055484789,0,0,1,0,1,83,8,Age,Num. prior criminal records,2024-08-12 18:15:47.180412+00:00,3.4712517166666665
640,7,1,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero positivo,2457,40674,1,0.6301274369049834,1,1,1,1,1,79,8,Num. prior criminal records,Age,2024-08-12 18:18:31.398297+00:00,2.73696475
640,8,2,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero negativo,2462,40022,0,0.7353260724149003,0,1,0,1,1,96,8,Num. prior criminal records,Age,2024-08-12 18:21:04.968102+00:00,2.55949675
640,9,2,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso negativo,2465,40172,0,0.6146188864767983,1,0,0,0,1,87,7,Num. prior criminal records,Age,2024-08-12 18:23:32.364576+00:00,2.4566079000000003
640,10,2,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso positivo,2470,39932,1,0.796206012453763,0,0,1,0,1,94,9,Num. prior criminal records,Num. juvenile convictions,2024-08-12 18:24:55.922296+00:00,1.3926286666666667
640,11,2,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero positivo,2472,40824,1,0.6311676125394184,1,1,1,1,1,81,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:26:09.213511+00:00,1.22152025
640,12,3,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero negativo,2473,39944,0,0.8043041621642326,0,1,0,1,1,92,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:26:50.082093+00:00,0.6811430333333334
640,13,3,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,verdadero positivo,2474,40303,1,0.6099791759998205,1,1,1,1,1,91,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:27:22.923051+00:00,0.5473493
640,14,3,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso negativo,2477,40283,0,0.521339364487418,1,0,1,1,0,93,8,Num. prior criminal records,Num. days in jail,2024-08-12 18:27:47.503835+00:00,0.40967973333333335
640,15,3,668535638998c3b907c018e0,compas_cfs,compas,cfs,2,falso negativo,2478,40582,0,0.5142639323455644,1,0,1,1,0,92,8,Num. prior criminal records,Age,2024-08-12 18:28:28.421927+00:00,0.6819682
641,0,0,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero positivo,2399,39945,1,0.6690036589651502,1,1,1,1,1,70,7,Charge degree,Num. prior criminal records,2024-08-12 17:53:14.007103+00:00,2.6584087000000003
641,1,0,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero positivo,2404,41012,1,0.6326484998978406,1,1,1,1,1,70,7,Charge degree,Num. prior criminal records,2024-08-12 17:54:23.595757+00:00,1.1598109
641,2,0,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso positivo,2407,40880,1,0.6531509089585465,0,0,1,0,1,75,7,Charge degree,Num. prior criminal records,2024-08-12 17:55:00.748747+00:00,0.6192165000000001
641,3,0,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso positivo,2408,40138,1,0.5072746786096776,0,0,1,0,1,85,7,Num. prior criminal records,Charge degree,2024-08-12 17:55:35.449572+00:00,0.5783470833333334
641,4,1,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso negativo,2418,40310,0,0.7324472110530472,1,0,0,0,1,65,7,Charge degree,Num. prior criminal records,2024-08-12 17:57:21.572548+00:00,1.7687162666666665
641,5,1,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso negativo,2421,41126,0,0.7353260724149003,1,0,0,0,1,78,7,Charge degree,Num. prior criminal records,2024-08-12 17:57:55.467386+00:00,0.5649139666666667
641,6,1,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero negativo,2425,41060,0,0.7490857628574494,0,1,0,1,1,86,8,Charge degree,Num. prior criminal records,2024-08-12 17:58:31.772460+00:00,0.6050845666666667
641,7,1,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero positivo,2430,40638,1,0.7843658846978353,1,1,1,1,1,90,7,Num. prior criminal records,Charge degree,2024-08-12 17:59:03.795479+00:00,0.5337169833333333
641,8,2,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero negativo,2431,40100,0,0.5650122214374995,0,1,1,0,0,73,7,Charge degree,Num. prior criminal records,2024-08-12 17:59:49.697889+00:00,0.7650401666666667
641,9,2,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso negativo,2432,40825,0,0.5337213489182444,1,0,1,1,0,77,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:09.346888+00:00,0.3274833166666667
641,10,2,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso positivo,2433,40635,1,0.5236657837072888,0,0,0,1,0,75,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:36.813011+00:00,0.4577687166666667
641,11,2,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso negativo,2434,40515,0,0.7186380297744048,1,0,0,0,1,83,7,Charge degree,Num. prior criminal records,2024-08-12 18:00:57.171996+00:00,0.3393164166666667
641,12,3,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero positivo,2435,40252,1,0.5896136604075494,1,1,1,1,1,75,7,Charge degree,Num. prior criminal records,2024-08-12 18:01:43.051432+00:00,0.7646572666666667
641,13,3,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero negativo,2437,40435,0,0.7456098066284436,0,1,0,1,1,81,7,Charge degree,Num. prior criminal records,2024-08-12 18:01:59.183994+00:00,0.2688760333333333
641,14,3,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,verdadero negativo,2438,40658,0,0.6721808046381426,0,1,0,1,1,82,7,Charge degree,Num. prior criminal records,2024-08-12 18:02:14.900135+00:00,0.26193568333333334
641,15,3,669bbfabf8a31bf01a09bc49,compas_control,compas,control,0,falso positivo,2439,41145,1,0.5142767336768448,0,0,1,0,1,79,7,Charge degree,Num. prior criminal records,2024-08-12 18:02:29.500434+00:00,0.24333831666666667
642,0,0,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso negativo,2440,38897,0,0.91,1,0,1,1,0,50,2,Similar cases,Capital gain,2024-08-12 18:04:28.058918+00:00,2.2310395666666665
642,1,0,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero positivo,2441,36738,1,0.86,1,1,1,1,1,50,2,Capital gain,Similar cases,2024-08-12 18:06:48.922172+00:00,2.3477209
642,2,0,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso positivo,2442,38046,1,0.66,0,0,0,1,0,50,1,Similar cases,Capital gain,2024-08-12 18:08:43.171119+00:00,1.9041491166666666
642,3,0,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso positivo,2445,39631,1,0.7,0,0,1,0,1,69,3,Sex,Education,2024-08-12 18:09:39.252472+00:00,0.9346892166666667
642,4,1,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso negativo,2447,35578,0,0.9890000000000001,1,0,0,0,1,88,4,AI prediction,Similar cases,2024-08-12 18:11:07.493817+00:00,1.4706890833333333
642,5,1,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero positivo,2455,36044,1,0.88,1,1,1,1,1,83,5,Capital loss,AI prediction,2024-08-12 18:17:53.100723+00:00,6.760115099999999
642,6,1,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero negativo,2467,35365,0,0.93,0,1,0,1,1,67,4,AI prediction,Similar cases,2024-08-12 18:24:29.013279+00:00,6.5985426
642,7,1,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero negativo,2469,36244,0,1.0,0,1,0,1,1,88,7,AI prediction,Capital gain,2024-08-12 18:24:47.441106+00:00,0.30713045
642,8,2,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero positivo,2475,37031,1,0.99,1,1,1,1,1,95,9,Capital gain,Similar cases,2024-08-12 18:27:23.330078+00:00,2.5981495333333333
642,9,2,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero negativo,2476,39365,0,0.97,0,1,0,1,1,88,7,AI prediction,Similar cases,2024-08-12 18:27:43.747099+00:00,0.3402836833333333
642,10,2,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso negativo,2479,39483,0,0.5405357142857142,1,0,0,0,1,50,1,Similar cases,Capital gain,2024-08-12 18:30:08.530810+00:00,2.41306185
642,11,2,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso positivo,2480,38878,1,0.62,0,0,1,0,1,63,2,Marital status,Similar cases,2024-08-12 18:30:49.464860+00:00,0.6822341666666667
642,12,3,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso negativo,2481,37243,0,0.8683333333333334,1,0,0,0,1,83,6,AI prediction,Similar cases,2024-08-12 18:31:45.171075+00:00,0.9284369166666667
642,13,3,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,falso positivo,2482,39147,1,0.732,0,0,1,0,1,64,2,AI prediction,Marital status,2024-08-12 18:32:14.438719+00:00,0.4877940666666667
642,14,3,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero negativo,2483,37018,0,0.75,0,1,0,1,1,90,7,AI prediction,Similar cases,2024-08-12 18:32:37.869082+00:00,0.39050605
642,15,3,66aac4e9660a094e32085b53,adult_cfs,adult,cfs,2,verdadero positivo,2484,37316,1,0.81,1,1,1,1,1,67,5,Capital gain,Similar cases,2024-08-12 18:33:23.855148+00:00,0.7664344333333334
643,0,0,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso positivo,2443,40578,1,0.579606077574575,0,0,1,0,1,62,6,Num. prior criminal records,AI prediction,2024-08-12 18:09:10.225239+00:00,4.309309516666667
643,1,0,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero negativo,2449,39954,0,0.7158077645062386,0,1,0,1,1,51,3,Num. prior criminal records,Charge degree,2024-08-12 18:12:37.627751+00:00,3.4567085333333334
643,2,0,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero negativo,2450,40543,0,0.5353606152685744,0,1,0,1,1,56,5,Num. prior criminal records,Charge degree,2024-08-12 18:13:27.184838+00:00,0.82595145
643,3,0,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso positivo,2451,40726,1,0.5003083235685609,0,0,1,0,1,51,2,Charge degree,Num. days in jail,2024-08-12 18:14:18.171302+00:00,0.8497743999999999
643,4,1,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso positivo,2453,40923,1,0.6250696559821259,0,0,1,0,1,84,6,Num. prior criminal records,AI prediction,2024-08-12 18:16:02.737548+00:00,1.7427707666666667
643,5,1,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero positivo,2454,40072,1,0.7330396078469815,1,1,1,1,1,66,6,Num. prior criminal records,AI prediction,2024-08-12 18:16:33.005223+00:00,0.50446125
643,6,1,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero negativo,2456,40595,0,0.6544389935609652,0,1,0,1,1,56,3,Num. prior criminal records,Num. juvenil convictions,2024-08-12 18:18:29.314486+00:00,1.9384877166666667
643,7,1,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso negativo,2458,41114,0,0.5372913304937228,1,0,0,0,1,82,6,Num. prior criminal records,Num. juvenil convictions,2024-08-12 18:18:55.130129+00:00,0.4302607166666667
643,8,2,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero positivo,2459,40142,1,0.649302933261313,1,1,1,1,1,74,6,Num. prior criminal records,AI prediction,2024-08-12 18:20:16.178110+00:00,1.3507996833333331
643,9,2,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso negativo,2460,40769,0,0.5090656973932048,1,0,1,1,0,69,2,Num. prior criminal records,Charge degree,2024-08-12 18:20:34.732402+00:00,0.3092382
643,10,2,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso negativo,2461,40350,0,0.6165256265861914,1,0,1,1,0,57,5,Num. prior criminal records,AI prediction,2024-08-12 18:20:56.627695+00:00,0.36492155
643,11,2,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso positivo,2463,40877,1,0.5798268460824412,0,0,1,0,1,62,4,Num. prior criminal records,Charge degree,2024-08-12 18:21:37.935673+00:00,0.6884663
643,12,3,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero positivo,2464,40604,1,0.5265306673771633,1,1,1,1,1,74,3,Num. prior criminal records,Charge degree,2024-08-12 18:22:47.377692+00:00,1.1573669833333333
643,13,3,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,falso negativo,2466,40761,0,0.6069802165654891,1,0,1,1,0,61,6,Num. prior criminal records,AI prediction,2024-08-12 18:23:34.206222+00:00,0.7804755
643,14,3,6600e448ba586d5854beb30d,compas_shap,compas,shap,1,verdadero positivo,2468,40032,1,0.58431089008542,1,1,0,0,0,56,2,Sex,Num. juvenil convictions,2024-08-12 18:24:40.106484+00:00,1.0983376999999999
